PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
30791,Memes,happy,self-spoken-dialogues,movie/tv-show,Telugu
30792,Cartoons,affection,background-song-with-lyrics,animation,Telugu
30793,News,confidence,self-spoken-monologues,self-shot,Telugu
30794,Couple Romance,affection,background-song-with-lyrics,special-effects,Telugu
30795,Patriotism,affection,background-song-with-lyrics,self-shot,Telugu
30796,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30797,Cartoons,neutral,background-song-with-lyrics,animation,Telugu
30798,Devotion,affection,instrumental,self-shot,Telugu
30799,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30800,Cartoons,neutral,background-song-with-lyrics,animation,Telugu
30801,Couple Romance,happy,lip-syncing,self-shot,Telugu
30802,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30803,Photography,neutral,background-song-with-lyrics,videos-with-text,Telugu
30804,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30805,Food,happy,self-spoken-monologues,self-shot,Telugu
30806,Stunts,confidence,background-song-with-lyrics,self-shot,Telugu
30807,Kids Comedy,happy,self-spoken-dialogues,videos-with-text,Telugu
30808,Food,neutral,background-song-with-lyrics,videos-with-text,Telugu
30809,Devotion,affection,self-sung-song,self-shot,Telugu
30810,Devotion,affection,background-song-with-lyrics,self-shot,Telugu
30811,Fashion,happy,background-song-with-lyrics,special-effects,Telugu
30812,Animals,neutral,background-song-with-lyrics,self-shot,Telugu
30813,Couple Romance,fear,background-song-with-lyrics,animation,Telugu
30814,Stunts,neutral,background-song-with-lyrics,self-shot,Telugu
30815,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30816,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30817,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30818,Fails,happy,background-song-with-lyrics,videos-with-text,Telugu
30819,Couple Romance,happy,lip-syncing,self-shot,Telugu
30820,Festival,happy,self-spoken-monologues,videos-text-special-effects,Telugu
30821,Patriotism,confidence,background-song-with-lyrics,special-effects,Telugu
30822,Nature,neutral,background-song-with-lyrics,self-shot,Telugu
30823,Fails,happy,background-song-with-lyrics,self-shot,Telugu
30824,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30825,Sports,neutral,background-song-with-lyrics,movie/tv-show,Telugu
30826,Couple Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30827,Dance,happy,lip-syncing,self-shot,Telugu
30828,Dance,happy,background-song-with-lyrics,reaction videos,Telugu
30829,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30830,Music,happy,self-sung-song,special-effects,Telugu
30831,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30832,Stunts,confidence,background-song-with-lyrics,special-effects,Telugu
30833,Dance,neutral,self-spoken-monologues,self-shot,Telugu
30834,News,neutral,background-song-with-lyrics,self-shot,Telugu
30835,Celeb,happy,self-spoken-monologues,self-shot,Telugu
30836,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30837,Couple Comedy,happy,self-spoken-dialogues,self-shot,Telugu
30838,Festival,affection,background-song-with-lyrics,self-shot,Telugu
30839,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30840,Family Comedy,happy,lip-syncing,self-shot,Telugu
30841,Cartoons,affection,background-song-with-lyrics,animation,Telugu
30842,Stunts,confidence,background-song-with-lyrics,special-effects,Telugu
30843,Couple Romance,happy,lip-syncing,self-shot,Telugu
30844,Dance,happy,lip-syncing,self-shot,Telugu
30845,Devotion,affection,self-spoken-dialogues,self-shot,Telugu
30846,Stunts,confidence,background-song-with-lyrics,self-shot,Telugu
30847,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30848,Celeb,happy,lip-syncing,self-shot,Telugu
30849,Couple Romance,affection,background-song-with-lyrics,animation,Telugu
30850,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30851,Couple Comedy,happy,background-song-with-lyrics,special-effects,Telugu
30852,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30853,Friends Comedy,happy,lip-syncing,special-effects,Telugu
30854,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30855,Kids Comedy,happy,lip-syncing,special-effects,Telugu
30856,Patriotism,affection,lip-syncing,self-shot,Telugu
30857,Travel,neutral,background-song-with-lyrics,videos-with-text,Telugu
30858,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30859,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30860,Fails,happy,background-song-with-lyrics,self-shot,Telugu
30861,Devotion,affection,background-song-with-lyrics,special-effects,Telugu
30862,Fails,happy,background-song-with-lyrics,special-effects,Telugu
30863,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30864,Dance,happy,background-song-with-lyrics,self-shot,Telugu
30865,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30866,Fails,happy,self-spoken-monologues,reaction videos,Telugu
30867,Couple Comedy,happy,self-spoken-dialogues,special-effects,Telugu
30868,Animals,neutral,background-song-with-lyrics,self-shot,Telugu
30869,Automobiles & Gadgets,neutral,self-spoken-monologues,self-shot,Telugu
30870,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30871,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30872,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30873,Friends Comedy,happy,lip-syncing,special-effects,Telugu
30874,Festival,neutral,self-spoken-monologues,self-shot,Telugu
30875,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30876,Fitness,neutral,self-spoken-monologues,self-shot,Telugu
30877,Philanthropy,neutral,noise,self-shot,Telugu
30878,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Telugu
30879,Arts,neutral,background-song-with-lyrics,special-effects,Telugu
30880,Onesided Romance,neutral,lip-syncing,special-effects,Telugu
30881,Couple Romance,happy,lip-syncing,self-shot,Telugu
30882,Cartoons,affection,background-song-with-lyrics,animation,Telugu
30883,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30884,Celeb,neutral,background-song-with-lyrics,slideshow,Telugu
30885,News,happy,background-song-with-lyrics,movie/tv-show,Telugu
30886,News,sad,self-spoken-dialogues,videos-with-text,Telugu
30887,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30888,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30889,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30890,Nature,neutral,background-song-with-lyrics,self-shot,Telugu
30891,Fashion,neutral,background-song-with-lyrics,videos-with-text,Telugu
30892,Sports,neutral,background-song-with-lyrics,movie/tv-show,Telugu
30893,Couple Romance,happy,lip-syncing,self-shot,Telugu
30894,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30895,Music,happy,self-sung-song,self-shot,Telugu
30896,Patriotism,affection,background-song-with-lyrics,special-effects,Telugu
30897,Couple Romance,affection,background-song-with-lyrics,animation,Telugu
30898,Arts,happy,background-song-with-lyrics,self-shot,Telugu
30899,Nature,neutral,self-spoken-monologues,self-shot,Telugu
30900,Couple Romance,happy,self-spoken-dialogues,self-shot,Telugu
30901,Patriotism,affection,background-song-with-lyrics,self-shot,Telugu
30902,Photography,neutral,background-song-with-lyrics,special-effects,Telugu
30903,Kids Comedy,happy,background-song-with-lyrics,self-shot,Telugu
30904,Kids Comedy,happy,lip-syncing,self-shot,Telugu
30905,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30906,Photography,neutral,background-song-with-lyrics,self-shot,Telugu
30907,Music,happy,self-sung-song,self-shot,Telugu
30908,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30909,Patriotism,confidence,background-song-with-lyrics,slideshow,Telugu
30910,Patriotism,affection,lip-syncing,special-effects,Telugu
30911,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
30912,Travel,happy,self-spoken-monologues,self-shot,Telugu
30913,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30914,Devotion,neutral,lip-syncing,self-shot,Telugu
30915,Friends Comedy,happy,lip-syncing,self-shot,Telugu
30916,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30917,Celeb,happy,self-spoken-monologues,special-effects,Telugu
30918,Dance,happy,lip-syncing,self-shot,Telugu
30919,Patriotism,confidence,background-song-with-lyrics,special-effects,Telugu
30920,Pranks,happy,background-song-with-lyrics,self-shot,Telugu
30921,Sports,neutral,background-song-with-lyrics,movie/tv-show,Telugu
30922,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30923,News,neutral,self-spoken-monologues,videos-with-text,Telugu
30924,Couple Comedy,happy,lip-syncing,special-effects,Telugu
30925,Photography,neutral,background-song-with-lyrics,self-shot,Telugu
30926,Nature,neutral,background-song-with-lyrics,self-shot,Telugu
30927,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Telugu
30928,Food,neutral,background-song-with-lyrics,videos-with-text,Telugu
30929,Sports,neutral,background-song-with-lyrics,movie/tv-show,Telugu
30930,Animals,neutral,background-song-with-lyrics,self-shot,Telugu
30931,Couple Romance,happy,lip-syncing,special-effects,Telugu
30932,Devotion,affection,lip-syncing,special-effects,Telugu
30933,News,affection,self-spoken-monologues,special-effects,Telugu
30934,Stunts,confidence,self-spoken-monologues,self-shot,Telugu
30935,Celeb,happy,self-spoken-monologues,self-shot,Telugu
30936,Heartbreak Romance,sad,self-spoken-monologues,videos-text-special-effects,Telugu
30937,Pets,neutral,self-spoken-monologues,self-shot,Telugu
30938,Celeb,happy,self-spoken-dialogues,movie/tv-show,Telugu
30939,Fashion,neutral,background-song-with-lyrics,special-effects,Telugu
30940,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30941,Couple Romance,neutral,lip-syncing,special-effects,Telugu
30942,Couple Romance,affection,background-song-with-lyrics,self-shot,Telugu
30943,Nature,neutral,background-song-with-lyrics,self-shot,Telugu
30944,Devotion,neutral,background-song-with-lyrics,self-shot,Telugu
30945,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30946,Food,neutral,self-spoken-dialogues,self-shot,Telugu
30947,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
30948,Couple Romance,happy,background-song-with-lyrics,special-effects,Telugu
30949,Onesided Romance,sad,lip-syncing,self-shot,Telugu
30950,Sports,neutral,background-song-with-lyrics,self-shot,Telugu
30951,Devotion,neutral,background-song-with-lyrics,special-effects,Telugu
30952,Couple Romance,happy,lip-syncing,self-shot,Telugu
30953,Philanthropy,neutral,background-song-with-lyrics,self-shot,Telugu
30954,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30955,Family Comedy,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
30956,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30957,Pets,neutral,self-spoken-dialogues,videos-with-text,Telugu
30958,Devotion,affection,background-song-with-lyrics,self-shot,Telugu
30959,Travel,neutral,background-song-with-lyrics,videos-with-text,Telugu
30960,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30961,Family Comedy,happy,lip-syncing,reaction videos,Telugu
30962,Couple Romance,happy,lip-syncing,self-shot,Telugu
30963,Heartbreak Romance,sad,lip-syncing,special-effects,Telugu
30964,Festival,affection,background-song-with-lyrics,videos-text-special-effects,Telugu
30965,Philanthropy,neutral,lip-syncing,reaction videos,Telugu
30966,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
30967,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30968,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30969,Pranks,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
30970,Philanthropy,neutral,background-song-with-lyrics,self-shot,Telugu
30971,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30972,Fails,happy,self-spoken-dialogues,self-shot,Telugu
30973,News,happy,background-song-with-lyrics,movie/tv-show,Telugu
30974,Fitness,confidence,background-song-with-lyrics,self-shot,Telugu
30975,Nature,neutral,background-song-with-lyrics,videos-text-special-effects,Telugu
30976,Music,happy,self-sung-song,self-shot,Telugu
30977,Couple Comedy,happy,lip-syncing,self-shot,Telugu
30978,Couple Romance,happy,lip-syncing,self-shot,Telugu
30979,Music,affection,self-sung-song,self-shot,Telugu
30980,Celeb,happy,background-song-with-lyrics,videos-text-special-effects,Telugu
30981,Cartoons,affection,background-song-with-lyrics,animation,Telugu
30982,Onesided Romance,happy,lip-syncing,self-shot,Telugu
30983,Fails,happy,lip-syncing,videos-text-special-effects,Telugu
30984,Animals,neutral,background-song-with-lyrics,self-shot,Telugu
30985,Fails,happy,background-song-with-lyrics,reaction videos,Telugu
30986,News,confidence,self-spoken-monologues,special-effects,Telugu
30987,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
30988,Couple Romance,affection,background-song-with-lyrics,animation,Telugu
30989,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
30990,Devotion,affection,self-spoken-monologues,slideshow,Telugu
30991,Sports,happy,self-spoken-dialogues,special-effects,Telugu
30992,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Telugu
30993,Fashion,neutral,background-song-with-lyrics,self-shot,Telugu
30994,Automobiles & Gadgets,neutral,background-song-with-lyrics,videos-with-text,Telugu
30995,Couple Romance,happy,lip-syncing,self-shot,Telugu
30996,Sports,neutral,background-song-with-lyrics,self-shot,Telugu
30997,Celeb,neutral,self-spoken-monologues,movie/tv-show,Telugu
30998,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
30999,Friends Comedy,happy,lip-syncing,special-effects,Telugu
31000,Celeb,happy,background-song-with-lyrics,movie/tv-show,Telugu
31001,Travel,happy,background-song-with-lyrics,self-shot,Telugu
31002,Devotion,affection,self-spoken-dialogues,self-shot,Telugu
31003,Couple Comedy,happy,lip-syncing,self-shot,Telugu
31004,Couple Romance,surprise,background-song-with-lyrics,videos-with-text,Telugu
31005,Celeb,neutral,lip-syncing,special-effects,Telugu
31006,Fitness,neutral,self-spoken-monologues,special-effects,Telugu
31007,Sports,neutral,background-song-with-lyrics,movie/tv-show,Telugu
31008,Family Comedy,happy,self-spoken-dialogues,videos-text-special-effects,Telugu
31009,Celeb,happy,background-song-with-lyrics,self-shot,Telugu
31010,Onesided Romance,happy,lip-syncing,self-shot,Telugu
31011,Patriotism,happy,lip-syncing,videos-text-special-effects,Telugu
31012,Couple Comedy,happy,self-spoken-dialogues,special-effects,Telugu
31013,Celeb,happy,background-song-with-lyrics,collab,Telugu
31014,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Telugu
31015,Fails,happy,background-song-with-lyrics,self-shot,Telugu
31016,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
31017,Couple Romance,happy,lip-syncing,self-shot,Telugu
31018,Pets,neutral,background-song-with-lyrics,self-shot,Telugu
31019,Patriotism,confidence,background-song-with-lyrics,special-effects,Telugu
31020,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Telugu
31021,Onesided Romance,happy,lip-syncing,self-shot,Telugu
31022,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
31023,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
31024,Food,neutral,background-song-with-lyrics,self-shot,Telugu
31025,Arts,neutral,background-song-with-lyrics,self-shot,Telugu
31026,Couple Romance,happy,lip-syncing,self-shot,Telugu
31027,Travel,neutral,background-song-with-lyrics,self-shot,Telugu
31028,Dance,happy,lip-syncing,self-shot,Telugu
31029,Friends Comedy,happy,self-spoken-dialogues,special-effects,Telugu
31030,Dance,happy,lip-syncing,self-shot,Telugu
31031,Heartbreak Romance,sad,lip-syncing,self-shot,Telugu
31032,Couple Romance,happy,background-song-with-lyrics,self-shot,Telugu
31033,Sports,neutral,background-song-with-lyrics,self-shot,Telugu
31034,Comedians,happy,self-spoken-dialogues,movie/tv-show,Telugu
31035,Dance,happy,background-song-with-lyrics,self-shot,Telugu
